OP;                                                                  CPU; GPU; HPU; COMPOUND; DI_DE; MISSING; TERT; IN_TOPOS; COUNT; TOPOS_LIST
aten::log_sigmoid_forward;                                           YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::log_sigmoid_forward.output;                                    YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::log_softmax.Dimname;                                           NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::log_softmax.int;                                               NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::log_softmax.int_out;                                           NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::logaddexp;                                                     YES; YES; YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::logaddexp.out;                                                 YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::logaddexp2;                                                    YES; YES; YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::logaddexp2.out;                                                YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::logcumsumexp;                                                  NO;  NO;  YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::logcumsumexp.dimname;                                          NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::logcumsumexp.dimname_out;                                      NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::logcumsumexp.out;                                              NO;  NO;  YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::logdet;                                                        NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::logical_and;                                                   NO;  NO;  YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::logical_and.out;                                               YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::logical_and_;                                                  NO;  NO;  YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::logical_not;                                                   NO;  NO;  YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::logical_not.out;                                               YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::logical_not_;                                                  NO;  NO;  YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::logical_or;                                                    NO;  NO;  YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::logical_or.out;                                                YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::logical_or_;                                                   NO;  NO;  YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::logical_xor;                                                   NO;  NO;  YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::logical_xor.out;                                               YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::logical_xor_;                                                  NO;  NO;  YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::logit;                                                         YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::logit.out;                                                     YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::logit_;                                                        YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::logit_backward;                                                YES; YES; YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::logit_backward.grad_input;                                     YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::logspace;                                                      NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::logspace.Scalar_Tensor;                                        NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::logspace.Scalar_Tensor_out;                                    NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::logspace.Tensor_Scalar;                                        NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::logspace.Tensor_Scalar_out;                                    NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::logspace.Tensor_Tensor;                                        NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::logspace.Tensor_Tensor_out;                                    NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::logspace.out;                                                  YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::logsumexp;                                                     NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::logsumexp.names;                                               NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::logsumexp.names_out;                                           NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::logsumexp.out;                                                 NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::lstm.data;                                                     NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::lstm.input;                                                    NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::lstm_cell;                                                     NO;  NO;  NO;  YES;      DF_DT; NO;      YES;  NO;           0;
aten::lstm_mps_backward;                                             NO;  NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::lstm_mps_backward.out;                                         NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::lt.Scalar;                                                     YES; YES; YES; NO;       DT_DT; NO;      YES;  NO;           0;
aten::lt.Scalar_out;                                                 YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::lt.Tensor;                                                     YES; YES; YES; NO;       DT_DT; NO;      YES;  NO;           0;
aten::lt.Tensor_out;                                                 YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::lt_.Scalar;                                                    YES; YES; YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::lt_.Tensor;                                                    YES; YES; YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::lu_solve;                                                      NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::lu_solve.out;                                                  NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::lu_unpack;                                                     YES; YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::lu_unpack.out;                                                 YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::mH;                                                            NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::mT;                                                            NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::margin_ranking_loss;                                           NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::masked_fill.Scalar;                                            NO;  NO;  YES; NO;       DT_DT; NO;      YES;  NO;           0;
aten::masked_fill.Scalar_out;                                        NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::masked_fill.Tensor;                                            NO;  NO;  YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::masked_fill.Tensor_out;                                        NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::masked_fill_.Scalar;                                           YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::masked_fill_.Tensor;                                           YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::masked_scatter;                                                NO;  NO;  YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::masked_scatter.out;                                            NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::masked_scatter_;                                               YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::masked_scatter_backward;                                       NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::masked_select;                                                 YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::masked_select.out;                                             YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::masked_select_backward;                                        NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::matmul;                                                        NO;  NO;  YES; NO;       DT_DT; NO;      YES;  NO;           0;
aten::matmul.out;                                                    NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::matmul_backward;                                               NO;  NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
