OP;                                                                  CPU; GPU; HPU; COMPOUND; DI_DE; MISSING; TERT; IN_TOPOS; COUNT; TOPOS_LIST
aten::_fused_adam;                                                   NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_fused_adam.out;                                               NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_fused_adam.tensor_lr;                                         NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_fused_adam.tensor_lr_out;                                     NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_fused_adam_;                                                  NO;  YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_fused_adam_.tensor_lr;                                        NO;  YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_fused_adamw;                                                  NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_fused_adamw.out;                                              NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_fused_adamw.tensor_lr;                                        NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_fused_adamw.tensor_lr_out;                                    NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_fused_adamw_;                                                 NO;  YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_fused_adamw_.tensor_lr;                                       NO;  YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_fused_dropout;                                                NO;  YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::_fused_dropout.out;                                            NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_fused_moving_avg_obs_fq_helper;                               YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_fused_moving_avg_obs_fq_helper.out;                           NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_fused_moving_avg_obs_fq_helper_functional;                    NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_fused_sdp_choice;                                             YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_fw_primal;                                                    NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_fw_primal_copy;                                               NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_fw_primal_copy.out;                                           NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_gather_sparse_backward;                                       NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_grid_sampler_2d_cpu_fallback;                                 NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_grid_sampler_2d_cpu_fallback.out;                             NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_grid_sampler_2d_cpu_fallback_backward;                        NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_has_compatible_shallow_copy_type;                             NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_has_same_storage_numel;                                       NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_histogramdd_bin_edges;                                        YES; NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_histogramdd_bin_edges.out;                                    NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_histogramdd_from_bin_cts;                                     YES; NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_histogramdd_from_bin_cts.out;                                 NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_histogramdd_from_bin_tensors;                                 YES; NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_histogramdd_from_bin_tensors.out;                             NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_index_put_impl;                                               NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_index_put_impl.out;                                           NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_index_put_impl_;                                              YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::_indices;                                                      NO;  NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_indices_copy;                                                 NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_indices_copy.out;                                             NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_int_mm;                                                       NO;  YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_int_mm.out;                                                   NO;  YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_is_all_true;                                                  NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_is_any_true;                                                  NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_is_zerotensor;                                                NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_linalg_check_errors;                                          NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_linalg_det;                                                   YES; YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::_linalg_det.result;                                            YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_linalg_eigh;                                                  YES; YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::_linalg_eigh.eigenvalues;                                      YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_linalg_slogdet;                                               YES; YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::_linalg_slogdet.sign;                                          YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_linalg_solve_ex;                                              YES; YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::_linalg_solve_ex.result;                                       YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_linalg_svd;                                                   YES; YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::_linalg_svd.U;                                                 YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_local_scalar_dense;                                           YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::_log_softmax;                                                  YES; YES; YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::_log_softmax.out;                                              YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::_log_softmax_backward_data;                                    YES; YES; YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::_log_softmax_backward_data.out;                                YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::_logcumsumexp;                                                 YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::_logcumsumexp.out;                                             YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::_lstm_mps;                                                     NO;  NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_lstm_mps.out;                                                 NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_lu_with_info;                                                 NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_make_dep_token;                                               YES; NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_make_dual;                                                    NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_make_dual_copy;                                               NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_make_dual_copy.out;                                           NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_make_per_channel_quantized_tensor;                            YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_make_per_channel_quantized_tensor.out;                        NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_make_per_tensor_quantized_tensor;                             YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_make_per_tensor_quantized_tensor.out;                         NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_masked_scale;                                                 NO;  YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::_masked_scale.out;                                             NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_masked_softmax;                                               YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_masked_softmax.out;                                           NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_masked_softmax_backward;                                      YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_masked_softmax_backward.out;                                  NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_mixed_dtypes_linear;                                          NO;  YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_mkldnn_reshape;                                               NO;  NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_mkldnn_reshape.out;                                           NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_mkldnn_transpose;                                             NO;  NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_mkldnn_transpose.out;                                         NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_mkldnn_transpose_;                                            NO;  NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_mps_convolution;                                              NO;  NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_mps_convolution.out;                                          NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_mps_convolution_transpose;                                    NO;  NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_mps_convolution_transpose.out;                                NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_native_batch_norm_legit;                                      YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::_native_batch_norm_legit.no_stats;                             YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::_native_batch_norm_legit.no_stats_out;                         YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_native_batch_norm_legit.out;                                  YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_native_batch_norm_legit_functional;                           NO;  NO;  YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::_native_batch_norm_legit_no_training;                          NO;  NO;  YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::_native_batch_norm_legit_no_training.out;                      NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_native_multi_head_attention;                                  YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_native_multi_head_attention.out;                              NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_neg_view;                                                     NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_neg_view_copy;                                                NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_neg_view_copy.out;                                            NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_nested_from_padded;                                           YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_nested_from_padded.out;                                       NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_nested_from_padded_and_nested_example;                        NO;  NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_nested_from_padded_and_nested_example.out;                    NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_nested_select_backward;                                       NO;  NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_nested_sum_backward;                                          NO;  NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_nested_tensor_from_mask;                                      YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_nested_tensor_from_mask.out;                                  NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_nested_tensor_from_mask_left_aligned;                         YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_nested_tensor_from_tensor_list;                               NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_nested_tensor_from_tensor_list.out;                           NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_nested_tensor_size;                                           NO;  NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_nested_tensor_size.out;                                       NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_nested_tensor_softmax_with_shape;                             NO;  NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_nested_tensor_storage_offsets;                                NO;  NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_nested_tensor_storage_offsets.out;                            NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_nested_tensor_strides;                                        NO;  NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_nested_tensor_strides.out;                                    NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_nested_view_from_buffer;                                      YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_nested_view_from_buffer_copy;                                 NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_nested_view_from_buffer_copy.out;                             NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_new_zeros_with_same_feature_meta;                             NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_new_zeros_with_same_feature_meta.out;                         NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_nnpack_available;                                             NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_nnpack_spatial_convolution;                                   NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_nnpack_spatial_convolution.out;                               NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_nnz;                                                          NO;  NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_pack_padded_sequence;                                         NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_pack_padded_sequence.out;                                     NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_pack_padded_sequence_backward;                                NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_pad_circular;                                                 NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_pad_enum;                                                     NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_pad_packed_sequence;                                          NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_pdist_backward;                                               YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_pdist_backward.out;                                           NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_pdist_forward;                                                YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::_pdist_forward.out;                                            NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_pin_memory;                                                   NO;  YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::_pin_memory.out;                                               NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_prelu_kernel;                                                 YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::_prelu_kernel_backward;                                        YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_propagate_xla_data;                                           NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_remove_batch_dim;                                             NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_reshape_alias;                                                YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::_reshape_alias_copy;                                           NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_reshape_alias_copy.out;                                       NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_reshape_copy;                                                 NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_reshape_from_tensor;                                          NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_resize_output;                                                NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_resize_output.out;                                            NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_resize_output_;                                               NO;  NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_rowwise_prune;                                                NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_sample_dirichlet;                                             YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_sample_dirichlet.out;                                         NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_saturate_weight_to_fp16;                                      NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_scaled_dot_product_attention_math;                            NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_scaled_dot_product_efficient_attention;                       NO;  YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_scaled_dot_product_efficient_attention_backward;              NO;  YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_scaled_dot_product_flash_attention;                           YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_scaled_dot_product_flash_attention_backward;                  YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_scaled_mm;                                                    NO;  YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_scaled_mm.out;                                                NO;  YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_segment_reduce_backward;                                      YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_segment_reduce_backward.out;                                  NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_shape_as_tensor;                                              NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_slow_conv2d_backward.grad_input;                              YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_slow_conv2d_backward.output_mask;                             YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_slow_conv2d_backward.output_mask_out;                         NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_slow_conv2d_forward;                                          YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_slow_conv2d_forward.output;                                   YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_sobol_engine_draw;                                            NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_sobol_engine_ff_;                                             NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_sobol_engine_initialize_state_;                               NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_sobol_engine_scramble_;                                       NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_softmax;                                                      YES; YES; YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::_softmax.out;                                                  YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::_softmax_backward_data;                                        YES; YES; YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::_softmax_backward_data.out;                                    YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::_sparse_addmm;                                                 NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_sparse_addmm.out;                                             NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_sparse_broadcast_to;                                          NO;  NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_sparse_broadcast_to_copy;                                     NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_sparse_broadcast_to_copy.out;                                 NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_sparse_bsc_tensor_unsafe;                                     NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_sparse_bsr_tensor_unsafe;                                     NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_sparse_compressed_tensor_unsafe;                              NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_sparse_coo_tensor_unsafe;                                     NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_sparse_coo_tensor_with_dims;                                  NO;  NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_sparse_coo_tensor_with_dims.out;                              NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_sparse_coo_tensor_with_dims_and_tensors;                      NO;  NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_sparse_coo_tensor_with_dims_and_tensors.out;                  NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_sparse_csc_tensor_unsafe;                                     NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_sparse_csr_prod.dim_dtype;                                    NO;  NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_sparse_csr_prod.dim_dtype_out;                                NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_sparse_csr_sum.dim_dtype;                                     NO;  NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_sparse_csr_sum.dim_dtype_out;                                 NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_sparse_csr_tensor_unsafe;                                     NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_sparse_log_softmax;                                           NO;  NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_sparse_log_softmax.Dimname;                                   NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_sparse_log_softmax.int;                                       NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_sparse_log_softmax.out;                                       NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_sparse_log_softmax_backward_data;                             NO;  NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_sparse_log_softmax_backward_data.out;                         NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_sparse_mask_projection;                                       NO;  NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_sparse_mask_projection.out;                                   NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_sparse_mm;                                                    NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_sparse_mm.reduce;                                             NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_sparse_mm_reduce_impl;                                        NO;  NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_sparse_mm_reduce_impl_backward;                               NO;  NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_sparse_semi_structured_linear;                                NO;  YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_sparse_softmax;                                               NO;  NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_sparse_softmax.Dimname;                                       NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_sparse_softmax.int;                                           NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_sparse_softmax.out;                                           NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_sparse_softmax_backward_data;                                 NO;  NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_sparse_softmax_backward_data.out;                             NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_sparse_sparse_matmul;                                         NO;  NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_sparse_sparse_matmul.out;                                     NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_sparse_sum;                                                   NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_sparse_sum.dim;                                               NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_sparse_sum.dim_dtype;                                         NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_sparse_sum.dim_out;                                           NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_sparse_sum.dtype;                                             NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_sparse_sum_backward;                                          NO;  NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_sparse_sum_backward.out;                                      NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_spdiags;                                                      YES; NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_spdiags.out;                                                  NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_stack;                                                        YES; NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_stack.out;                                                    YES; NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_standard_gamma;                                               YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_standard_gamma.out;                                           NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_standard_gamma_grad;                                          YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_standard_gamma_grad.out;                                      NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_test_ambiguous_defaults.a;                                    NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_test_ambiguous_defaults.b;                                    NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_test_autograd_multiple_dispatch.fullcoverage;                 NO;  YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::_test_autograd_multiple_dispatch.fullcoverage_out;             NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_test_autograd_multiple_dispatch.ntonly;                       NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_test_autograd_multiple_dispatch_view;                         NO;  YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::_test_autograd_multiple_dispatch_view_copy;                    NO;  YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::_test_autograd_multiple_dispatch_view_copy.out;                NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_test_check_tensor;                                            NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_test_functorch_fallback;                                      YES; NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_test_functorch_fallback.out;                                  NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_test_optional_filled_intlist;                                 YES; NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_test_optional_filled_intlist.out;                             NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_test_optional_floatlist;                                      YES; NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_test_optional_floatlist.out;                                  NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_test_optional_intlist;                                        YES; NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_test_optional_intlist.out;                                    NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_test_serialization_subcmul;                                   NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_test_string_default;                                          NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
